credito_total,ingreso_mensual,frecuencia_ahorro,nivel_endeudamiento,pago_mensual_deudas,tipo,fecha,descripcion,tipoPago,monto,meses_a_deber,categoria
15086.53,7876.6,ALTA,22,936.19,Egreso,2025-08-22,Transaction at BSNL,Transferencia,3922.35,0,Bills
16767.91,5347.5,NULA,81,607.21,Egreso,2025-08-21,Transaction at AirAsia,Debito,19231.26,0,Travel
36293.53,3115.99,ALTA,51,1744.45,Egreso,2025-10-27,Transaction at Samsung Store,Credito,114562.9,1,Electronics
36420.21,9483.82,ALTA,64,521.23,Egreso,2025-12-05,Transaction at Meesho,Transferencia,2131.87,0,Online Shopping
8492.63,3673.62,MEDIA,15,1867.35,Egreso,2025-11-14,Transaction at Vodafone Idea,Transferencia,4328.55,0,Bills
44609.25,6365.28,BAJA,91,1699.89,Egreso,2025-01-05,Transaction at Myntra,Credito,6247.98,6,Online Shopping
31765.58,1232.4,BAJA,79,251.08,Egreso,2025-02-06,Transaction at BigBazaar,Transferencia,4832.11,0,Grocery
33991.92,8578.96,MEDIA,58,675.81,Egreso,2025-06-18,Transaction at Apple Music,Credito,599.46,2,Entertainment
41560.41,6484.78,ALTA,56,1509.97,Egreso,2025-05-02,Transaction at Allen Solly,Transferencia,1986.61,0,Clothing
17494.67,2612.43,MEDIA,90,1117.08,Egreso,2025-02-11,Transaction at Gas Agency,Transferencia,5797.84,0,Bills
11571.73,4224.45,NULA,60,612.07,Egreso,2025-07-06,Transaction at RedBus,Debito,994.53,0,Transport
15781.22,1671.37,BAJA,81,1109.68,Egreso,2025-05-27,Transaction at Max Fashion,Transferencia,2066.83,0,Clothing
40829.05,9948.05,ALTA,45,938.19,Egreso,2025-08-03,Transaction at DMart,Credito,3970.15,11,Grocery
15117.9,2840.63,BAJA,49,139.08,Egreso,2025-02-04,Transaction at HP World,Transferencia,145008.11,0,Electronics
39830.77,3291.5,NULA,48,1284.58,Egreso,2025-05-19,Transaction at Apple Music,Credito,468.07,5,Entertainment
7432.74,2188.71,ALTA,49,1926.43,Egreso,2025-05-08,Transaction at Apollo Hospital,Debito,5930.81,0,Healthcare
30480.44,9153.44,ALTA,62,495.87,Egreso,2025-10-08,Transaction at Cream Stone,Transferencia,397.8,0,Food
19325.88,9612.43,MEDIA,45,497.74,Egreso,2025-11-08,Transaction at Noise,Credito,123317.58,7,Electronics
42282.25,4265.76,MEDIA,14,139.6,Egreso,2025-02-28,Transaction at 1mg,Debito,17506.31,0,Healthcare
8412.43,2869.7,MEDIA,69,1077.85,Egreso,2025-07-05,Transaction at KFC,Transferencia,1394.93,0,Food
29852.71,7184.67,ALTA,64,1752.15,Egreso,2025-02-02,Transaction at Biba,Transferencia,1944.82,0,Clothing
8623.79,5787.11,BAJA,77,258.63,Egreso,2025-05-29,Transaction at Flipkart,Transferencia,7653.66,0,Online Shopping
31361.86,9364.58,BAJA,94,197.66,Egreso,2025-01-14,Transaction at PharmEasy,Debito,13392.33,0,Healthcare
47107.16,3197.47,BAJA,78,1887.04,Egreso,2025-03-07,Transaction at IndiGo,Transferencia,3876.57,0,Travel
34102.12,6567.56,NULA,29,993.06,Egreso,2025-11-16,Transaction at OYO,Credito,13344.24,2,Travel
15083.27,9754.61,MEDIA,18,1110.18,Egreso,2025-04-08,Transaction at Fortis,Transferencia,18706.94,0,Healthcare
20611.58,5846.37,BAJA,3,406.38,Egreso,2025-04-03,Transaction at Vistara,Transferencia,7238.15,0,Travel
13664.94,8125.56,ALTA,23,1303.34,Egreso,2025-01-08,Transaction at Amazon,Transferencia,7245.63,0,Online Shopping
48893.5,6275.82,MEDIA,1,1108.88,Egreso,2025-08-03,Transaction at Burger King,Transferencia,825.7,0,Food
41010.81,1708.04,MEDIA,66,506.64,Egreso,2025-02-10,Transaction at Property Tax Online,Debito,3524.27,0,Bills
46802.92,9404.7,BAJA,73,349.08,Egreso,2025-09-02,Transaction at Ajio,Credito,19087.25,5,Online Shopping
47750.91,5450.62,MEDIA,28,1504.46,Egreso,2025-10-04,Transaction at Airtel,Transferencia,4935.02,0,Bills
27892.12,9845.27,BAJA,97,1341.52,Egreso,2025-01-06,Transaction at Gaana,Transferencia,924.88,0,Entertainment
10443.66,8432.75,NULA,87,1689.72,Egreso,2025-03-27,Transaction at Rapido,Debito,280.65,0,Transport
46685.1,6601.23,BAJA,82,715.1,Egreso,2025-12-30,Transaction at Barbeque Nation,Transferencia,1139.21,0,Food
48744.66,1471.08,NULA,40,394.37,Egreso,2025-01-26,Transaction at Airtel,Debito,4444.5,0,Bills
45267.21,8268.7,BAJA,65,928.43,Egreso,2025-08-20,Transaction at Levis,Debito,7840.93,0,Clothing
23437.2,1631.91,BAJA,34,1408.78,Egreso,2025-01-28,Transaction at Jio Fiber,Transferencia,499.75,0,Bills
20605.24,2832.53,BAJA,99,730.47,Egreso,2025-12-15,Transaction at Biba,Debito,2956.87,0,Clothing
21817.9,8901.48,BAJA,6,284.18,Egreso,2025-11-08,Transaction at Nykaa,Credito,6814.9,7,Online Shopping
16112.84,5399.04,BAJA,60,1209.12,Egreso,2025-07-12,Transaction at Kauvery,Transferencia,724.92,0,Healthcare
13046.54,5223.71,BAJA,11,479.32,Egreso,2025-08-22,Transaction at IndiGo,Transferencia,21341.75,0,Travel
46263.79,9755.08,BAJA,96,122.99,Egreso,2025-01-01,Transaction at CloudNine,Transferencia,17662.65,0,Healthcare
25026.79,2857.16,MEDIA,7,903.93,Egreso,2025-04-07,Transaction at HP World,Debito,133048.53,0,Electronics
8348.31,9164.59,MEDIA,0,1015.09,Egreso,2025-07-08,Transaction at CloudNine,Debito,15727.34,0,Healthcare
32927.94,8830.52,ALTA,92,1463.74,Egreso,2025-07-02,Transaction at Noise,Transferencia,98284.28,0,Electronics
33009.42,7161.13,MEDIA,82,344.12,Egreso,2025-08-10,Transaction at 1mg,Credito,5748.93,5,Healthcare
24264.33,9794.99,BAJA,46,375.97,Egreso,2025-10-19,Transaction at US Polo,Debito,5871.57,0,Clothing
30248.72,2066.36,NULA,72,1884.17,Egreso,2025-05-27,Transaction at Vodafone Idea,Credito,4494.59,9,Bills
20092.09,6256.6,ALTA,68,1640.17,Egreso,2025-04-08,Transaction at Water Board,Debito,5901.46,0,Bills
33729.51,6011.34,MEDIA,30,1133.78,Egreso,2025-07-24,Transaction at KFC,Credito,575.63,5,Food
31820.48,8943.41,NULA,39,895.92,Egreso,2025-10-20,Transaction at JioMart,Credito,3524.49,8,Grocery
11351.18,7630.85,BAJA,66,509.37,Egreso,2025-03-27,Transaction at TNEB,Debito,2631.01,0,Bills
11764.9,5220.4,BAJA,6,1461.4,Egreso,2025-06-12,Transaction at ACT Fibernet,Transferencia,4964.08,0,Bills
46991.56,1260.71,BAJA,89,539.78,Egreso,2025-07-11,Transaction at BSNL,Debito,2637.13,0,Bills
16912.1,8798.88,ALTA,64,1554.69,Egreso,2025-03-22,Transaction at Biba,Transferencia,6567.31,0,Clothing
12053.96,9786.76,ALTA,48,1048.99,Egreso,2025-06-24,Transaction at Apollo Pharmacy,Credito,4933.99,10,Healthcare
43597.44,8441.41,ALTA,66,1727.67,Egreso,2025-03-31,Transaction at HP World,Transferencia,119774.25,0,Electronics
34880.15,6474.31,NULA,74,1499.61,Egreso,2025-03-17,Transaction at IRCTC,Transferencia,27699.45,0,Travel
47706.88,6946.93,MEDIA,56,1161.25,Egreso,2025-11-05,Transaction at Saravana Bhavan,Credito,274.08,11,Food
20691.02,6594.72,MEDIA,48,1315.38,Egreso,2025-02-22,Transaction at JioMart,Transferencia,3772.43,0,Grocery
5554.43,7085.43,MEDIA,78,417.07,Egreso,2025-07-17,Transaction at HP World,Transferencia,25577.05,0,Electronics
34179.18,5769.84,BAJA,58,781.67,Egreso,2025-12-23,Transaction at Property Tax Online,Transferencia,217.2,0,Bills
12907.55,9923.06,ALTA,58,430.76,Egreso,2025-04-11,Transaction at Biba,Debito,3070.09,0,Clothing
46163.65,1590.09,BAJA,15,334.26,Egreso,2025-03-06,Transaction at Ajio,Debito,18560.12,0,Online Shopping
39629.14,3977.31,ALTA,2,1736.75,Egreso,2025-01-17,Transaction at TSRTC,Credito,1655.54,9,Transport
13658.22,8326.07,BAJA,20,481.74,Egreso,2025-09-02,Transaction at Noise,Transferencia,79404.26,0,Electronics
15007.02,8462.44,BAJA,21,984.76,Egreso,2025-06-26,Transaction at Lenskart,Transferencia,14353.27,0,Online Shopping
45721.03,2326.23,MEDIA,63,556.93,Egreso,2025-08-23,Transaction at Spencers,Transferencia,3028.58,0,Grocery
17257.51,1613.35,ALTA,40,493.69,Egreso,2025-11-28,Transaction at Aster,Transferencia,2816.8,0,Healthcare
25314.73,7192.95,NULA,95,681.43,Egreso,2025-07-09,Transaction at Samsung Store,Transferencia,143910.77,0,Electronics
35424.05,7644.85,BAJA,78,765.37,Egreso,2025-11-26,Transaction at Reliance Fresh,Transferencia,1603.62,0,Grocery
24192.47,9820.2,NULA,19,1591.39,Egreso,2025-11-19,Transaction at Air India,Credito,3135.92,7,Travel
26373.25,2725.75,BAJA,52,1228.87,Egreso,2025-12-26,Transaction at Taco Bell,Credito,674.73,3,Food
19443.5,5952.92,ALTA,23,1300.64,Egreso,2025-10-28,Transaction at Apollo Pharmacy,Debito,1296.4,0,Healthcare
37229.12,6668.37,MEDIA,12,1544.41,Egreso,2025-03-12,Transaction at Air India,Debito,28470.79,0,Travel
35422.98,1238.34,ALTA,64,274.37,Egreso,2025-01-09,Transaction at Paradise Biryani,Transferencia,483.17,0,Food
40680.35,6039.04,ALTA,74,1543.5,Egreso,2025-06-10,Transaction at Nykaa,Credito,18078.03,6,Online Shopping
35588.02,9384.97,BAJA,94,608.13,Egreso,2025-03-18,Transaction at OnePlus,Transferencia,146735.98,0,Electronics
10005.64,5595.99,NULA,6,1919.89,Egreso,2025-07-01,Transaction at Aster,Transferencia,276.78,0,Healthcare
7767.19,6849.99,MEDIA,59,591.62,Egreso,2025-07-29,Transaction at Saravana Bhavan,Transferencia,1261.82,0,Food
12434.34,4481.22,BAJA,96,814.2,Egreso,2025-08-24,Transaction at Airtel,Debito,4471.2,0,Bills
42198.36,8833.49,MEDIA,98,889.25,Egreso,2025-05-26,Transaction at BMTC,Transferencia,66.43,0,Transport
5170.65,3083.97,MEDIA,21,638.12,Egreso,2025-12-07,Transaction at Apollo Pharmacy,Credito,5452.85,7,Healthcare
25374.25,7636.54,BAJA,19,658.29,Egreso,2025-06-05,Transaction at Dell Exclusive,Transferencia,43375.53,0,Electronics
40010.54,6563.11,BAJA,90,1993.65,Egreso,2025-01-22,Transaction at Dominos,Transferencia,663.04,0,Food
26170.99,7234.15,ALTA,96,1425.72,Egreso,2025-12-05,Transaction at Barbeque Nation,Credito,748.13,2,Food
13710.95,6456.75,BAJA,92,1176.19,Egreso,2025-08-29,Transaction at Apple Music,Transferencia,809.96,0,Entertainment
28196.47,1713.15,NULA,25,205.2,Egreso,2025-08-05,Transaction at BMTC,Transferencia,698.7,0,Transport
38386.36,6283.64,BAJA,4,111.73,Egreso,2025-08-29,Transaction at TNEB,Transferencia,422.31,0,Bills
45118.69,6164.48,NULA,26,672.04,Egreso,2025-02-24,Transaction at Myntra,Transferencia,4248.89,0,Online Shopping
15566.47,9677.09,ALTA,40,716.56,Egreso,2025-05-18,Transaction at Vivo Store,Transferencia,69143.95,0,Electronics
6396.33,3924.39,BAJA,21,205.52,Egreso,2025-12-14,Transaction at BMTC,Credito,378.39,6,Transport
23589.7,4103.21,MEDIA,81,439.39,Egreso,2025-02-07,Transaction at A2B,Credito,315.65,10,Food
39507.86,2724.17,BAJA,76,1792.19,Egreso,2025-01-28,Transaction at Myntra,Debito,5350.06,0,Online Shopping
34776.19,5562.85,NULA,21,810.61,Egreso,2025-05-05,Transaction at BigBazaar,Credito,314.65,10,Grocery
6642.29,5159.32,MEDIA,34,296.56,Egreso,2025-11-03,Transaction at Myntra,Transferencia,8903.04,0,Online Shopping
44821.78,6697.8,ALTA,12,376.28,Egreso,2025-05-07,Transaction at Reliance Digital,Transferencia,140838.53,0,Electronics
37081.25,3315.53,BAJA,94,942.25,Egreso,2025-07-18,Transaction at Yatra,Transferencia,14668.51,0,Travel
31664.97,4991.28,BAJA,54,626.59,Egreso,2025-06-13,Transaction at MedPlus,Transferencia,5348.35,0,Healthcare
12836.8,7104.94,MEDIA,59,1242.45,Egreso,2025-10-22,Transaction at DMart,Transferencia,497.85,0,Grocery
29895.47,1258.68,ALTA,39,365.14,Egreso,2025-08-25,Transaction at Reliance Digital,Transferencia,44489.53,0,Electronics
19093.29,6013.49,BAJA,24,829.75,Egreso,2025-10-11,Transaction at Biba,Credito,1991.76,11,Clothing
20813.05,5332.23,NULA,9,209.34,Egreso,2025-08-07,Transaction at Boat Lifestyle,Transferencia,71015.98,0,Electronics
8798.64,6583.64,MEDIA,15,1766.84,Egreso,2025-11-05,Transaction at Fortis,Credito,19237.79,9,Healthcare
48813.4,8161.12,MEDIA,0,1837.9,Egreso,2025-12-16,Transaction at Dominos,Transferencia,482.55,0,Food
20510.03,2469.14,ALTA,87,1580.64,Egreso,2025-06-21,Transaction at Apple Music,Credito,376.58,8,Entertainment
26513.81,1010.17,MEDIA,48,867.13,Egreso,2025-01-25,Transaction at Metro Rail,Debito,1897.52,0,Transport
9537.11,2515.38,BAJA,4,252.99,Egreso,2025-05-31,Transaction at Dominos,Debito,1374.35,0,Food
40077.43,4694.57,ALTA,93,1884.09,Egreso,2025-12-08,Transaction at Samsung Store,Credito,94511.16,8,Electronics
26973.61,1634.54,BAJA,15,655.31,Egreso,2025-07-10,Transaction at Amazon Prime,Transferencia,712.81,0,Entertainment
42669.13,9351.77,ALTA,81,463.36,Egreso,2025-05-03,Transaction at Zee5,Transferencia,310.35,0,Entertainment
29723.74,2040.45,MEDIA,88,1471.27,Egreso,2025-11-26,Transaction at Subway,Transferencia,559.88,0,Food
9331.82,2349.38,NULA,76,303.26,Egreso,2025-08-24,Transaction at Vivo Store,Credito,95066.9,3,Electronics
37634.29,5996.19,NULA,16,565.34,Egreso,2025-06-03,Transaction at 1mg,Transferencia,15906.96,0,Healthcare
47314.02,8245.35,NULA,63,895.7,Egreso,2025-06-29,Transaction at Spotify,Credito,890.13,4,Entertainment
48906.45,9767.24,BAJA,21,759.66,Egreso,2025-09-15,Transaction at Spencers,Debito,4280.42,0,Grocery
35719.83,6495.04,NULA,67,1716.05,Egreso,2025-02-12,Transaction at Asus Store,Transferencia,19218.71,0,Electronics
21336.56,4964.48,NULA,15,1664.46,Egreso,2025-06-08,Transaction at Noise,Transferencia,49119.01,0,Electronics
21650.83,9256.21,MEDIA,42,414.87,Egreso,2025-10-05,Transaction at Max Fashion,Transferencia,6435.08,0,Clothing
22221.14,5322.6,MEDIA,56,1695.26,Egreso,2025-03-30,Transaction at Aster,Transferencia,14902.82,0,Healthcare
49068.81,8933.05,BAJA,33,1663.55,Egreso,2025-02-10,Transaction at IRCTC,Transferencia,9336.2,0,Travel
10336.19,8755.61,ALTA,39,1237.29,Egreso,2025-11-25,Transaction at AirAsia,Debito,12580.06,0,Travel
18594.2,9740.06,ALTA,43,854.69,Egreso,2025-11-04,Transaction at Apollo Pharmacy,Credito,19851.76,1,Healthcare
39855.89,6810.67,ALTA,13,467.32,Egreso,2025-06-17,Transaction at Puma,Credito,5547.4,4,Clothing
42364.67,1758.92,MEDIA,56,563.55,Egreso,2025-02-06,Transaction at Airtel,Credito,405.59,1,Bills
47496.51,7722.63,BAJA,72,1779.67,Egreso,2025-10-15,Transaction at Booking.com,Debito,19665.82,0,Travel
15130.14,8517.13,BAJA,29,378.15,Egreso,2025-05-20,Transaction at DMart,Debito,1101.03,0,Grocery
48889.81,6501.79,NULA,89,1894.82,Egreso,2025-05-15,Transaction at RedBus,Credito,1507.47,5,Transport
23315.32,4549.45,NULA,91,1742.55,Egreso,2025-03-20,Transaction at YouTube Premium,Transferencia,111.49,0,Entertainment
30319.17,7935.3,MEDIA,77,170.75,Egreso,2025-02-27,Transaction at ACT Fibernet,Transferencia,890.96,0,Bills
10990.08,1113.51,MEDIA,84,1945.7,Egreso,2025-12-18,Transaction at Pepperfry,Debito,5604.69,0,Online Shopping
14297.36,9843.82,MEDIA,83,1531.05,Egreso,2025-01-24,Transaction at More Supermarket,Credito,3818.78,5,Grocery
11735.49,3462.65,MEDIA,10,337.95,Egreso,2025-06-14,Transaction at Reliance Digital,Debito,69180.43,0,Electronics
14460.8,2275.29,ALTA,97,1301.81,Egreso,2025-07-29,Transaction at Flipkart,Transferencia,5195.02,0,Online Shopping
11359.61,1341.9,MEDIA,57,188.9,Egreso,2025-04-26,Transaction at Chai Point,Transferencia,395.26,0,Food
49694.35,5181.92,BAJA,64,1033.66,Egreso,2025-08-24,Transaction at Spencers,Debito,2790.2,0,Grocery
8805.74,4663.7,BAJA,57,733.96,Egreso,2025-05-26,Transaction at Ajio,Transferencia,14158.96,0,Online Shopping
36155.73,9786.61,NULA,36,571.3,Egreso,2025-05-17,Transaction at HP World,Transferencia,141844.68,0,Electronics
45998.36,5772.38,ALTA,36,362.4,Egreso,2025-10-10,Transaction at Tata Cliq,Transferencia,539.36,0,Online Shopping
16882.9,1177.74,ALTA,96,215.15,Egreso,2025-07-29,Transaction at A2B,Transferencia,277.94,0,Food
10782.67,7965.58,NULA,80,103.68,Egreso,2025-08-11,Transaction at Pepperfry,Debito,14887.16,0,Online Shopping
24388.62,1821.81,BAJA,73,1837.54,Egreso,2025-05-09,Transaction at Zara,Credito,2076.81,7,Clothing
6024.73,2674.5,NULA,18,181.78,Egreso,2025-09-29,Transaction at Water Board,Credito,5333.09,7,Bills
37950.93,2276.12,BAJA,16,941.4,Egreso,2025-06-26,Transaction at RedBus,Debito,943.21,0,Transport
11177.88,6151.94,NULA,72,244.5,Egreso,2025-05-15,Transaction at Amazon,Transferencia,2224.2,0,Online Shopping
14872.24,4543.65,BAJA,61,779.27,Egreso,2025-11-07,Transaction at Amazon Prime,Transferencia,204.7,0,Entertainment
7772.95,1664.44,BAJA,87,821.96,Egreso,2025-02-24,Transaction at H&M,Credito,3783.07,2,Clothing
19549.0,1004.23,MEDIA,50,1527.04,Egreso,2025-09-03,Transaction at Nature's Basket,Transferencia,1889.3,0,Grocery
29201.44,4333.95,MEDIA,82,792.25,Egreso,2025-08-15,Transaction at Snapdeal,Debito,19497.19,0,Online Shopping
6554.95,8767.06,ALTA,34,735.41,Egreso,2025-09-27,Transaction at Rapido,Debito,228.81,0,Transport
46450.88,5266.29,NULA,64,709.19,Egreso,2025-09-27,Transaction at Gas Agency,Credito,5157.62,2,Bills
15635.45,1401.42,NULA,23,1915.56,Egreso,2025-02-18,Transaction at Cream Stone,Debito,1056.93,0,Food
6290.02,5747.67,BAJA,32,935.09,Egreso,2025-02-17,Transaction at Air India,Debito,14802.7,0,Travel
33122.2,8820.48,MEDIA,6,1028.03,Egreso,2025-09-01,Transaction at Lenskart,Transferencia,9416.72,0,Online Shopping
41491.64,8325.32,BAJA,22,1516.67,Egreso,2025-01-16,Transaction at PharmEasy,Credito,1725.8,6,Healthcare
37212.71,7188.33,MEDIA,63,992.63,Egreso,2025-10-24,Transaction at Amazon,Debito,5331.64,0,Online Shopping
10080.86,8688.43,BAJA,8,352.04,Egreso,2025-05-31,Transaction at Netflix,Transferencia,313.6,0,Entertainment
49310.6,4873.78,BAJA,27,530.0,Egreso,2025-06-18,Transaction at Vodafone Idea,Transferencia,691.0,0,Bills
42029.8,9223.24,MEDIA,37,281.0,Egreso,2025-12-01,Transaction at Airtel,Debito,5066.79,0,Bills
5349.76,5605.38,BAJA,28,1779.67,Egreso,2025-12-26,Transaction at TSRTC,Debito,766.43,0,Transport
49750.32,5497.17,BAJA,77,830.38,Egreso,2025-06-11,Transaction at Netflix,Debito,647.68,0,Entertainment
38041.89,2246.73,MEDIA,6,697.74,Egreso,2025-12-13,Transaction at MakeMyTrip,Debito,19674.72,0,Travel
20403.31,5935.51,NULA,23,1010.14,Egreso,2025-05-11,Transaction at OnePlus,Transferencia,45489.94,0,Electronics
30431.96,4658.28,NULA,72,1504.64,Egreso,2025-03-28,Transaction at Chai Point,Credito,331.11,2,Food
42730.75,4416.67,MEDIA,6,1180.38,Egreso,2025-04-10,Transaction at Pepperfry,Transferencia,9926.96,0,Online Shopping
14544.15,6816.3,BAJA,84,1269.61,Egreso,2025-08-22,Transaction at Meru Cabs,Transferencia,895.62,0,Transport
18316.33,6098.2,BAJA,41,328.33,Egreso,2025-11-08,Transaction at BSNL,Transferencia,3956.82,0,Bills
40339.05,3064.19,ALTA,97,1743.58,Egreso,2025-03-30,Transaction at Jio Fiber,Debito,5398.66,0,Bills
36633.82,7605.89,ALTA,61,460.21,Egreso,2025-04-12,Transaction at Spotify,Debito,248.75,0,Entertainment
5664.6,1922.49,NULA,65,937.88,Egreso,2025-10-21,Transaction at CloudNine,Transferencia,7516.25,0,Healthcare
41557.63,5709.66,BAJA,31,1095.48,Egreso,2025-06-23,Transaction at TSRTC,Transferencia,498.36,0,Transport
41591.92,2831.32,MEDIA,31,1244.35,Egreso,2025-10-22,Transaction at CCD,Credito,799.04,2,Food
29837.02,4185.55,BAJA,10,1912.7,Egreso,2025-12-31,Transaction at Booking.com,Debito,15182.05,0,Travel
45832.05,5117.29,ALTA,10,1846.42,Egreso,2025-08-07,Transaction at Yulu Bikes,Transferencia,1953.54,0,Transport
34407.58,5780.73,BAJA,89,1071.61,Egreso,2025-05-31,Transaction at Nilgiris,Transferencia,4783.06,0,Grocery
14455.32,9917.23,MEDIA,71,643.61,Egreso,2025-07-05,Transaction at Dell Exclusive,Credito,140455.49,3,Electronics
28507.49,2142.63,ALTA,31,1547.0,Egreso,2025-10-27,Transaction at Cream Stone,Transferencia,796.01,0,Food
43724.04,5489.58,ALTA,79,1651.96,Egreso,2025-06-10,Transaction at MakeMyTrip,Credito,14469.33,9,Travel
48684.35,4532.51,NULA,85,1962.11,Egreso,2025-01-15,Transaction at Amazon,Transferencia,7774.24,0,Online Shopping
42293.23,8838.14,ALTA,45,753.81,Egreso,2025-03-24,Transaction at BMTC,Debito,1660.05,0,Transport
5544.28,3829.99,MEDIA,4,1580.71,Egreso,2025-12-11,Transaction at Nykaa,Transferencia,12615.03,0,Online Shopping
34407.84,1587.0,ALTA,60,1682.5,Egreso,2025-01-11,Transaction at Adidas,Transferencia,4506.61,0,Clothing
25462.11,7330.49,BAJA,70,1790.74,Egreso,2025-12-24,Transaction at Reliance Fresh,Debito,1869.46,0,Grocery
37851.37,5150.16,ALTA,27,1709.61,Egreso,2025-08-24,Transaction at BMTC,Debito,1019.39,0,Transport
47803.82,2528.88,BAJA,29,994.79,Egreso,2025-02-21,Transaction at Samsung Store,Transferencia,110070.13,0,Electronics
14779.01,2101.87,MEDIA,82,729.26,Egreso,2025-06-08,Transaction at Wrogn,Credito,4179.72,9,Clothing
15403.5,4032.72,NULA,25,848.51,Egreso,2025-04-26,Transaction at HP World,Transferencia,52458.14,0,Electronics
26657.1,3026.54,BAJA,72,1312.38,Egreso,2025-06-11,Transaction at Jio Fiber,Debito,1387.62,0,Bills
25772.66,4536.38,NULA,43,844.61,Egreso,2025-03-06,Transaction at Allen Solly,Credito,3437.12,3,Clothing
33879.36,3692.73,ALTA,15,1917.44,Egreso,2025-08-18,Transaction at Lenskart,Transferencia,13723.55,0,Online Shopping
44423.56,5528.93,BAJA,29,1741.06,Egreso,2025-01-14,Transaction at Amazon,Transferencia,7916.15,0,Online Shopping
6344.35,8383.66,BAJA,40,1878.62,Egreso,2025-01-02,Transaction at Star Bazaar,Credito,4235.13,7,Grocery
33519.67,6971.94,MEDIA,61,444.24,Egreso,2025-04-20,Transaction at More Supermarket,Credito,4413.21,6,Grocery
29184.23,8061.79,NULA,4,1972.24,Egreso,2025-06-09,Transaction at Pepperfry,Debito,13284.4,0,Online Shopping
33106.07,1912.69,NULA,76,1341.78,Egreso,2025-09-11,Transaction at Nike,Transferencia,1944.32,0,Clothing
45647.57,2690.38,MEDIA,31,778.48,Egreso,2025-08-03,Transaction at Ola,Credito,1181.36,4,Transport
15340.3,2375.71,ALTA,92,1664.34,Egreso,2025-06-27,Transaction at US Polo,Transferencia,6087.2,0,Clothing
25559.67,6618.74,ALTA,99,910.37,Egreso,2025-10-03,Transaction at More Supermarket,Debito,831.87,0,Grocery
5806.9,5134.37,ALTA,26,1186.95,Egreso,2025-05-15,Transaction at Goibibo,Transferencia,6758.59,0,Travel
33535.48,8750.29,BAJA,74,1675.65,Egreso,2025-11-23,Transaction at KFC,Credito,1135.69,9,Food
9747.64,8162.47,BAJA,10,1280.05,Egreso,2025-09-25,Transaction at Croma,Credito,113294.3,3,Electronics
37893.66,2876.52,ALTA,35,728.73,Egreso,2025-08-17,Transaction at RedBus,Credito,393.03,2,Transport
29678.09,5516.11,ALTA,57,221.38,Egreso,2025-01-13,Transaction at McDonalds,Transferencia,1017.64,0,Food
7025.08,4013.25,MEDIA,87,1435.74,Egreso,2025-09-08,Transaction at AirAsia,Debito,20569.42,0,Travel
32285.57,9413.62,ALTA,21,948.51,Egreso,2025-03-28,Transaction at Adidas,Debito,2528.34,0,Clothing
21568.74,3257.11,BAJA,0,1453.46,Egreso,2025-04-12,Transaction at Star Bazaar,Debito,4341.93,0,Grocery
25748.88,2968.99,BAJA,55,219.53,Egreso,2025-10-14,Transaction at Netflix,Transferencia,643.95,0,Entertainment
6106.37,1630.61,ALTA,88,1017.02,Egreso,2025-11-28,Transaction at Netflix,Debito,209.94,0,Entertainment
7614.87,1687.17,NULA,29,633.87,Egreso,2025-06-14,Transaction at ACT Fibernet,Transferencia,5015.72,0,Bills
25863.06,6883.66,BAJA,69,291.32,Egreso,2025-11-11,Transaction at Adidas,Transferencia,3888.67,0,Clothing
37177.38,5234.51,ALTA,16,1443.39,Egreso,2025-01-03,Transaction at Yulu Bikes,Credito,597.81,7,Transport
42175.38,3445.46,BAJA,80,241.09,Egreso,2025-05-19,Transaction at ACT Fibernet,Credito,2598.53,1,Bills
15477.17,1952.53,ALTA,76,942.38,Egreso,2025-12-22,Transaction at IRCTC,Credito,26347.43,11,Travel
24648.61,9894.52,MEDIA,94,262.73,Egreso,2025-05-13,Transaction at More Supermarket,Credito,1839.22,11,Grocery
47785.98,4240.03,BAJA,55,991.85,Egreso,2025-09-15,Transaction at Yulu Bikes,Transferencia,1317.18,0,Transport
35177.29,6361.84,BAJA,33,1452.48,Egreso,2025-02-09,Transaction at MedPlus,Transferencia,15844.52,0,Healthcare
9500.53,2550.34,ALTA,80,955.61,Egreso,2025-03-31,Transaction at Samsung Store,Debito,136702.8,0,Electronics
48601.7,5859.41,BAJA,98,826.87,Egreso,2025-01-13,Transaction at Vistara,Transferencia,28673.41,0,Travel
30740.16,2769.39,NULA,30,1774.82,Egreso,2025-03-23,Transaction at Aster,Debito,18849.52,0,Healthcare
45609.41,7681.63,NULA,97,1822.98,Egreso,2025-06-29,Transaction at CloudNine,Transferencia,10837.32,0,Healthcare
15514.02,1576.56,ALTA,56,1762.44,Egreso,2025-01-09,Transaction at Aha,Transferencia,876.32,0,Entertainment
9497.02,3771.77,MEDIA,81,694.76,Egreso,2025-12-03,Transaction at Chai Point,Debito,140.39,0,Food
18819.12,3853.72,NULA,43,823.57,Egreso,2025-02-02,Transaction at Apollo Pharmacy,Transferencia,14027.72,0,Healthcare
9966.52,4963.76,BAJA,89,531.18,Egreso,2025-10-02,Transaction at Goibibo,Credito,3993.48,5,Travel
39712.58,5752.4,NULA,75,662.67,Egreso,2025-10-25,Transaction at OYO,Transferencia,22555.05,0,Travel
42125.33,9582.28,MEDIA,94,150.2,Egreso,2025-04-01,Transaction at Amazon Prime,Credito,372.8,5,Entertainment
